"Accession","chrm","region","locus_tag","gene","start_end_strand","excluded_from_cluster","cluster"
"NRRL3249","3249_Z10_len1379680",2,"FSR1","3249_Z10__g008797--FGSG_09182..FSPOR_154","20001..27140","no","3249_Z10_len1379680.region002"
"NRRL3249","3249_Z10_len1379680",2,"3249_Z10__g008798--FGSG_09181..FSPOR_155","3249_Z10__g008798--FGSG_09181..FSPOR_155","complement(27509..29185)","no","3249_Z10_len1379680.region002"
"NRRL3249","3249_Z10_len1379680",2,"3249_Z10__g008799--FGSG_09180..FSPOR_156","3249_Z10__g008799--FGSG_09180..FSPOR_156","complement(29739..31660)","no","3249_Z10_len1379680.region002"
"NRRL3249","3249_Z10_len1379680",2,"3249_Z10__g008800--FGSG_09179..FSPOR_157","3249_Z10__g008800--FGSG_09179..FSPOR_157","complement(32286..32846)","no","3249_Z10_len1379680.region002"
"NRRL3249","3249_Z10_len1379680",2,"3249_Z10__g008801--FGSG_09178..FSPOR_158","3249_Z10__g008801--FGSG_09178..FSPOR_158","complement(33646..36161)","no","3249_Z10_len1379680.region002"
"NRRL3249","3249_Z10_len1379680",2,"3249_Z10__g008802--FGSG_13525..FSPOR_160","3249_Z10__g008802--FGSG_13525..FSPOR_160","complement(39581..41028)","no","3249_Z10_len1379680.region002"
"NRRL3249","3249_Z10_len1379680",2,"3249_Z10__g008803--FSPOR_161","3249_Z10__g008803--FSPOR_161","42578..44292","no","3249_Z10_len1379680.region002"
"NRRL3249","3249_Z10_len1379680",2,"3249_Z10__g008804--FGSG_09169..FSPOR_162","3249_Z10__g008804--FGSG_09169..FSPOR_162","44655..45796","no","3249_Z10_len1379680.region002"
"NRRL3249","3249_Z10_len1379680",2,"3249_Z10__g008805","3249_Z10__g008805","complement(46320..46401)","yes","3249_Z10_len1379680.region002"
"NRRL3249","3249_Z11_len1352086",1,"3249_Z11__g009037","3249_Z11__g009037","complement(6414..14141)","no","3249_Z11_len1352086.region001"
"NRRL3249","3249_Z11_len1352086",1,"3249_Z11__g009038","3249_Z11__g009038","complement(15361..16371)","no","3249_Z11_len1352086.region001"
"NRRL3249","3249_Z11_len1352086",1,"3249_Z11__g009039","3249_Z11__g009039","17422..18228","no","3249_Z11_len1352086.region001"
"NRRL3249","3249_Z11_len1352086",1,"3249_Z11__g009040","3249_Z11__g009040","complement(18325..19444)","no","3249_Z11_len1352086.region001"
"NRRL3249","3249_Z11_len1352086",1,"3249_Z11__g009041","3249_Z11__g009041","20042..21763","no","3249_Z11_len1352086.region001"
"NRRL3249","3249_Z11_len1352086",1,"3249_Z11__g009042","3249_Z11__g009042","complement(22618..23139)","no","3249_Z11_len1352086.region001"
"NRRL3249","3249_Z11_len1352086",1,"3249_Z11__g009043","3249_Z11__g009043","complement(23386..27583)","no","3249_Z11_len1352086.region001"
"NRRL3249","3249_Z11_len1352086",1,"3249_Z11__g009044","3249_Z11__g009044","28915..29760","no","3249_Z11_len1352086.region001"
"NRRL3249","3249_Z11_len1352086",1,"3249_Z11__g009045","3249_Z11__g009045","complement(29790..30554)","no","3249_Z11_len1352086.region001"
"NRRL3249","3249_Z11_len1352086",1,"3249_Z11__g009046","3249_Z11__g009046","31443..71755","no","3249_Z11_len1352086.region001"
"NRRL3249","3249_Z11_len1352086",1,"3249_Z11__g009047","3249_Z11__g009047","complement(74163..75518)","no","3249_Z11_len1352086.region001"
"NRRL3249","3249_Z11_len1352086",1,"3249_Z11__g009048","3249_Z11__g009048","76325..77587","no","3249_Z11_len1352086.region001"
"NRRL3249","3249_Z11_len1352086",1,"3249_Z11__g009049--FSPOR_9115","3249_Z11__g009049--FSPOR_9115","78705..82205","no","3249_Z11_len1352086.region001"
"NRRL3249","3249_Z11_len1352086",1,"3249_Z11__g009050","3249_Z11__g009050","complement(83656..84300)","no","3249_Z11_len1352086.region001"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009267","3249_Z11__g009267","471..1428","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009268--FGSG_08172..FSPOR_4190","3249_Z11__g009268--FGSG_08172..FSPOR_4190","3782..4238","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009269--FGSG_08173..FSPOR_4191","3249_Z11__g009269--FGSG_08173..FSPOR_4191","5086..6931","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009270--FGSG_08174..FSPOR_4192","3249_Z11__g009270--FGSG_08174..FSPOR_4192","complement(7558..8592)","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009271--FSPOR_6044","3249_Z11__g009271--FSPOR_6044","complement(9631..11312)","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009272--FGSG_08175..FSPOR_6045","3249_Z11__g009272--FGSG_08175..FSPOR_6045","14208..15701","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009273","3249_Z11__g009273","16091..16507","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009274--FGSG_08181..FSPOR_6046","3249_Z11__g009274--FGSG_08181..FSPOR_6046","complement(16798..18062)","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009275--FGSG_08182..FSPOR_6047","3249_Z11__g009275--FGSG_08182..FSPOR_6047","19286..21067","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009276--FGSG_08183..FSPOR_6048","3249_Z11__g009276--FGSG_08183..FSPOR_6048","21950..23912","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009277--FGSG_08184..FSPOR_6049","3249_Z11__g009277--FGSG_08184..FSPOR_6049","25001..29162","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009278--FGSG_08185..FSPOR_6050","3249_Z11__g009278--FGSG_08185..FSPOR_6050","30134..31595","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009279--FGSG_08186..FSPOR_6051","3249_Z11__g009279--FGSG_08186..FSPOR_6051","complement(32285..34169)","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009280--FGSG_08187..FSPOR_6052","3249_Z11__g009280--FGSG_08187..FSPOR_6052","complement(35127..36922)","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"CCC2_2","3249_Z11__g009281--FGSG_08188..FSPOR_6053","38027..41376","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009282--FGSG_13428..FSPOR_6054","3249_Z11__g009282--FGSG_13428..FSPOR_6054","44575..46014","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009283--FSPOR_6055","3249_Z11__g009283--FSPOR_6055","complement(46447..47288)","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009284--FGSG_08190..FSPOR_6056","3249_Z11__g009284--FGSG_08190..FSPOR_6056","complement(49815..50808)","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009285","3249_Z11__g009285","52662..53096","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",2,"3249_Z11__g009286--FGSG_08192..FSPOR_6058","3249_Z11__g009286--FGSG_08192..FSPOR_6058","complement(53179..54289)","no","3249_Z11_len1352086.region002"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009291","3249_Z11__g009291","1943..3127","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009292","3249_Z11__g009292","3240..4312","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009293","3249_Z11__g009293","4845..6799","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009294--FGSG_08203..FSPOR_6063","3249_Z11__g009294--FGSG_08203..FSPOR_6063","8249..9923","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009295--FGSG_08204..FSPOR_6064","3249_Z11__g009295--FGSG_08204..FSPOR_6064","11701..12932","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009296--FGSG_08205..FSPOR_6065","3249_Z11__g009296--FGSG_08205..FSPOR_6065","complement(13466..15169)","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009297--FGSG_08206..FSPOR_6066","3249_Z11__g009297--FGSG_08206..FSPOR_6066","16446..16824","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009298--FGSG_08207..FSPOR_6067","3249_Z11__g009298--FGSG_08207..FSPOR_6067","complement(17105..18854)","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"PKS6","3249_Z11__g009299--FGSG_08208..FSPOR_6068","complement(20001..27764)","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"NRPS7","3249_Z11__g009300--FGSG_08209..FSPOR_6069","29150..42332","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009301--FGSG_08210..FSPOR_6070","3249_Z11__g009301--FGSG_08210..FSPOR_6070","complement(43077..43627)","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009302--FSPOR_6071","3249_Z11__g009302--FSPOR_6071","complement(46204..47547)","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009303--FGSG_13420..FSPOR_6073","3249_Z11__g009303--FGSG_13420..FSPOR_6073","50886..51492","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009304--FGSG_08220..FSPOR_6074","3249_Z11__g009304--FGSG_08220..FSPOR_6074","complement(51619..52782)","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009305--FSPOR_6075","3249_Z11__g009305--FSPOR_6075","53427..54296","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009306--FGSG_09087..FSPOR_6076","3249_Z11__g009306--FGSG_09087..FSPOR_6076","54765..55202","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009307--FGSG_08221..FSPOR_6077","3249_Z11__g009307--FGSG_08221..FSPOR_6077","complement(55422..57229)","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009308","3249_Z11__g009308","complement(62488..65708)","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009309--FGSG_08224..FSPOR_6080","3249_Z11__g009309--FGSG_08224..FSPOR_6080","66262..66632","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009310--FSPOR_6081","3249_Z11__g009310--FSPOR_6081","complement(70721..71092)","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009311--FGSG_13418..FSPOR_6082","3249_Z11__g009311--FGSG_13418..FSPOR_6082","73169..74881","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009312--FGSG_08227..FSPOR_6083","3249_Z11__g009312--FGSG_08227..FSPOR_6083","complement(75511..77592)","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009313--FGSG_08228..FSPOR_6084","3249_Z11__g009313--FGSG_08228..FSPOR_6084","78465..80178","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009314","3249_Z11__g009314","81638..81912","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009315--FSPOR_6086","3249_Z11__g009315--FSPOR_6086","complement(83428..84284)","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"CTF1_2","3249_Z11__g009316--FSPOR_6087","complement(85160..87130)","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009317","3249_Z11__g009317","complement(88372..89661)","no","3249_Z11_len1352086.region003"
"NRRL3249","3249_Z11_len1352086",3,"3249_Z11__g009318--FGSG_08230..FSPOR_6088","3249_Z11__g009318--FGSG_08230..FSPOR_6088","93034..94779","no","3249_Z11_len1352086.region003"
