"Accession","chrm","region","locus_tag","gene","start_end_strand","excluded_from_cluster","cluster"
"NRRL3510","3510_Z1_len5549732",2,"3510_Z1__g000181","3510_Z1__g000181","12643..13212","no","3510_Z1_len5549732.region002"
"NRRL3510","3510_Z1_len5549732",2,"3510_Z1__g000182--FGSG_11242..FSPOR_4336","3510_Z1__g000182--FGSG_11242..FSPOR_4336","complement(14001..17005)","no","3510_Z1_len5549732.region002"
"NRRL3510","3510_Z1_len5549732",2,"3510_Z1__g000183--FSPOR_4338","3510_Z1__g000183--FSPOR_4338","complement(22780..23373)","no","3510_Z1_len5549732.region002"
"NRRL3510","3510_Z1_len5549732",2,"3510_Z1__g000184","3510_Z1__g000184","26935..27024","yes","3510_Z1_len5549732.region002"
"NRRL3510","3510_Z1_len5549732",3,"3510_Z1__g000717--FGSG_03970..FSPOR_9815","3510_Z1__g000717--FGSG_03970..FSPOR_9815","complement(42..311)","no","3510_Z1_len5549732.region003"
"NRRL3510","3510_Z1_len5549732",3,"3510_Z1__g000718--FGSG_03969..FSPOR_9814","3510_Z1__g000718--FGSG_03969..FSPOR_9814","8175..9500","no","3510_Z1_len5549732.region003"
"NRRL3510","3510_Z1_len5549732",3,"3510_Z1__g000719--FGSG_03968..FSPOR_9813","3510_Z1__g000719--FGSG_03968..FSPOR_9813","complement(10000..11013)","no","3510_Z1_len5549732.region003"
"NRRL3510","3510_Z1_len5549732",3,"3510_Z1__g000720--FGSG_03966..FSPOR_9812","3510_Z1__g000720--FGSG_03966..FSPOR_9812","complement(13107..15415)","no","3510_Z1_len5549732.region003"
"NRRL3510","3510_Z1_len5549732",3,"3510_Z1__g000721--FSPOR_9811","3510_Z1__g000721--FSPOR_9811","16941..18364","no","3510_Z1_len5549732.region003"
"NRRL3510","3510_Z1_len5549732",3,"3510_Z1__g000722","3510_Z1__g000722","complement(18467..19919)","no","3510_Z1_len5549732.region003"
"NRRL3510","3510_Z1_len5549732",3,"3510_Z1__g000723--FSPOR_9810","3510_Z1__g000723--FSPOR_9810","complement(20001..26457)","no","3510_Z1_len5549732.region003"
"NRRL3510","3510_Z1_len5549732",3,"3510_Z1__g000724--FSPOR_9804","3510_Z1__g000724--FSPOR_9804","26551..27666","no","3510_Z1_len5549732.region003"
"NRRL3510","3510_Z1_len5549732",3,"3510_Z1__g000725--FGSG_03963..FSPOR_9803","3510_Z1__g000725--FGSG_03963..FSPOR_9803","28022..30041","no","3510_Z1_len5549732.region003"
"NRRL3510","3510_Z1_len5549732",3,"3510_Z1__g000726--FGSG_12362..FSPOR_9802","3510_Z1__g000726--FGSG_12362..FSPOR_9802","31864..33168","no","3510_Z1_len5549732.region003"
"NRRL3510","3510_Z1_len5549732",3,"3510_Z1__g000727--FGSG_10592..FSPOR_9801","3510_Z1__g000727--FGSG_10592..FSPOR_9801","34836..35257","no","3510_Z1_len5549732.region003"
"NRRL3510","3510_Z1_len5549732",3,"3510_Z1__g000728--FSPOR_9800","3510_Z1__g000728--FSPOR_9800","complement(35958..37166)","no","3510_Z1_len5549732.region003"
"NRRL3510","3510_Z1_len5549732",3,"3510_Z1__g000729--FSPOR_9799","3510_Z1__g000729--FSPOR_9799","39894..41099","no","3510_Z1_len5549732.region003"
"NRRL3510","3510_Z1_len5549732",3,"3510_Z1__g000730--FGSG_03962..FSPOR_1368","3510_Z1__g000730--FGSG_03962..FSPOR_1368","44890..46139","no","3510_Z1_len5549732.region003"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000935--FGSG_03749..FSPOR_1162","3510_Z1__g000935--FGSG_03749..FSPOR_1162","1707..3213","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000936--FGSG_12387..FSPOR_1161","3510_Z1__g000936--FGSG_12387..FSPOR_1161","complement(3636..3957)","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000937","3510_Z1__g000937","5354..6113","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000938--FGSG_03750..FSPOR_1160","3510_Z1__g000938--FGSG_03750..FSPOR_1160","7013..7825","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000939--FGSG_03751..FSPOR_1159","3510_Z1__g000939--FGSG_03751..FSPOR_1159","complement(8189..10110)","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000940--FGSG_03752..FSPOR_1158","3510_Z1__g000940--FGSG_03752..FSPOR_1158","11286..12414","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000941--FGSG_12386..FSPOR_1157","3510_Z1__g000941--FGSG_12386..FSPOR_1157","complement(12575..13714)","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000942--FGSG_03748..FSPOR_1155","3510_Z1__g000942--FGSG_03748..FSPOR_1155","19056..19869","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"NPS6","3510_Z1__g000943--FGSG_03747..FSPOR_1154","complement(20001..26266)","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000944--FGSG_03746..FSPOR_1153","3510_Z1__g000944--FGSG_03746..FSPOR_1153","complement(27624..28499)","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000945--FGSG_03745..FSPOR_1152","3510_Z1__g000945--FGSG_03745..FSPOR_1152","31070..32356","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000946--FGSG_03744..FSPOR_1151","3510_Z1__g000946--FGSG_03744..FSPOR_1151","34423..36369","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000947--FGSG_03743..FSPOR_1150","3510_Z1__g000947--FGSG_03743..FSPOR_1150","complement(36806..37770)","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000948","3510_Z1__g000948","38761..38860","yes","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000949--FGSG_03741..FSPOR_1149","3510_Z1__g000949--FGSG_03741..FSPOR_1149","40524..42334","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000950--FGSG_03742..FSPOR_1148","3510_Z1__g000950--FGSG_03742..FSPOR_1148","43641..46226","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000951--FGSG_12390..FSPOR_1146","3510_Z1__g000951--FGSG_12390..FSPOR_1146","complement(48571..50788)","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"ATF1_4","3510_Z1__g000952--FGSG_03739..FSPOR_1145","complement(51667..53115)","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000953--FGSG_03738..FSPOR_1144","3510_Z1__g000953--FGSG_03738..FSPOR_1144","53853..54929","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000954--FGSG_03737..FSPOR_1143","3510_Z1__g000954--FGSG_03737..FSPOR_1143","complement(55248..57002)","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000955--FGSG_03736..FSPOR_1142","3510_Z1__g000955--FGSG_03736..FSPOR_1142","complement(58107..61894)","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"CDR1_3","3510_Z1__g000956--FGSG_03735..FSPOR_1141","63675..70643","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000957--FGSG_03734..FSPOR_1139","3510_Z1__g000957--FGSG_03734..FSPOR_1139","70964..71642","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000958--FGSG_03732..FSPOR_1138","3510_Z1__g000958--FGSG_03732..FSPOR_1138","complement(71944..73872)","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000959--FGSG_03731..FSPOR_1137","3510_Z1__g000959--FGSG_03731..FSPOR_1137","complement(74691..75785)","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000960--FGSG_03730..FSPOR_1136","3510_Z1__g000960--FGSG_03730..FSPOR_1136","76663..78552","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000961--FGSG_03729..FSPOR_1135","3510_Z1__g000961--FGSG_03729..FSPOR_1135","complement(78950..80244)","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000962--FGSG_03728..FSPOR_1134","3510_Z1__g000962--FGSG_03728..FSPOR_1134","complement(81060..82162)","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000963--FGSG_03727..FSPOR_1133","3510_Z1__g000963--FGSG_03727..FSPOR_1133","complement(83231..85509)","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000964--FGSG_03726..FSPOR_1131","3510_Z1__g000964--FGSG_03726..FSPOR_1131","86579..88132","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000965","3510_Z1__g000965","complement(88329..88402)","yes","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000966--FGSG_03725..FSPOR_1130","3510_Z1__g000966--FGSG_03725..FSPOR_1130","90065..91840","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000967--FGSG_11311..FSPOR_1129","3510_Z1__g000967--FGSG_11311..FSPOR_1129","92678..93520","no","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",4,"3510_Z1__g000968","3510_Z1__g000968","94674..94748","yes","3510_Z1_len5549732.region004"
"NRRL3510","3510_Z1_len5549732",5,"TRI12","3510_Z1__g001157--FGSG_03540..FSPOR_6149","1928..3963","no","3510_Z1_len5549732.region005"
"NRRL3510","3510_Z1_len5549732",5,"TRI11","3510_Z1__g001158","4471..6196","no","3510_Z1_len5549732.region005"
"NRRL3510","3510_Z1_len5549732",5,"TRI10","3510_Z1__g001159--FGSG_03538..FSPOR_6148","complement(8045..9384)","no","3510_Z1_len5549732.region005"
"NRRL3510","3510_Z1_len5549732",5,"TRI5","3510_Z1__g001160--FGSG_03537..FSPOR_6147","complement(10001..11185)","no","3510_Z1_len5549732.region005"
"NRRL3510","3510_Z1_len5549732",5,"TRI4","3510_Z1__g001161--FGSG_03535..FSPOR_6146","15264..17006","no","3510_Z1_len5549732.region005"
"NRRL3510","3510_Z1_len5549732",5,"TRI3","3510_Z1__g001162--FGSG_03534..FSPOR_6145","complement(17771..19553)","no","3510_Z1_len5549732.region005"
"NRRL3510","3510_Z1_len5549732",6,"3510_Z1__g001198--FGSG_03498..FSPOR_1937","3510_Z1__g001198--FGSG_03498..FSPOR_1937","1030..2657","no","3510_Z1_len5549732.region006"
"NRRL3510","3510_Z1_len5549732",6,"3510_Z1__g001199--FGSG_03497..FSPOR_1936","3510_Z1__g001199--FGSG_03497..FSPOR_1936","3431..6497","no","3510_Z1_len5549732.region006"
"NRRL3510","3510_Z1_len5549732",6,"3510_Z1__g001200","3510_Z1__g001200","6738..6828","yes","3510_Z1_len5549732.region006"
"NRRL3510","3510_Z1_len5549732",6,"3510_Z1__g001201--FGSG_03495..FSPOR_1935","3510_Z1__g001201--FGSG_03495..FSPOR_1935","8075..9006","no","3510_Z1_len5549732.region006"
"NRRL3510","3510_Z1_len5549732",6,"3510_Z1__g001202--FGSG_03494..FSPOR_1934","3510_Z1__g001202--FGSG_03494..FSPOR_1934","complement(10001..11283)","no","3510_Z1_len5549732.region006"
"NRRL3510","3510_Z1_len5549732",6,"3510_Z1__g001203--FGSG_03493..FSPOR_1933","3510_Z1__g001203--FGSG_03493..FSPOR_1933","complement(13193..13573)","no","3510_Z1_len5549732.region006"
"NRRL3510","3510_Z1_len5549732",6,"3510_Z1__g001204--FGSG_03492..FSPOR_1932","3510_Z1__g001204--FGSG_03492..FSPOR_1932","complement(14739..15053)","no","3510_Z1_len5549732.region006"
"NRRL3510","3510_Z1_len5549732",6,"3510_Z1__g001205","3510_Z1__g001205","complement(16146..16598)","no","3510_Z1_len5549732.region006"
"NRRL3510","3510_Z1_len5549732",6,"3510_Z1__g001206--FGSG_03489..FSPOR_1931","3510_Z1__g001206--FGSG_03489..FSPOR_1931","complement(17225..18796)","no","3510_Z1_len5549732.region006"
"NRRL3510","3510_Z1_len5549732",7,"3510_Z1__g001349--FGSG_03346..FSPOR_3719","3510_Z1__g001349--FGSG_03346..FSPOR_3719","complement(4185..5975)","no","3510_Z1_len5549732.region007"
"NRRL3510","3510_Z1_len5549732",7,"3510_Z1__g001350--FGSG_03345..FSPOR_3720","3510_Z1__g001350--FGSG_03345..FSPOR_3720","6813..8692","no","3510_Z1_len5549732.region007"
"NRRL3510","3510_Z1_len5549732",7,"3510_Z1__g001351--FGSG_03344..FSPOR_3721","3510_Z1__g001351--FGSG_03344..FSPOR_3721","complement(8921..10196)","no","3510_Z1_len5549732.region007"
"NRRL3510","3510_Z1_len5549732",7,"3510_Z1__g001352--FGSG_03343..FSPOR_3722","3510_Z1__g001352--FGSG_03343..FSPOR_3722","complement(11050..14429)","no","3510_Z1_len5549732.region007"
"NRRL3510","3510_Z1_len5549732",7,"3510_Z1__g001353--FGSG_03342..FSPOR_3723","3510_Z1__g001353--FGSG_03342..FSPOR_3723","complement(15050..16015)","no","3510_Z1_len5549732.region007"
"NRRL3510","3510_Z1_len5549732",7,"3510_Z1__g001354--FGSG_03341..FSPOR_3724","3510_Z1__g001354--FGSG_03341..FSPOR_3724","18953..19486","no","3510_Z1_len5549732.region007"
"NRRL3510","3510_Z1_len5549732",7,"GPY1","3510_Z1__g001355--FGSG_03340..FSPOR_3725","complement(20001..28542)","no","3510_Z1_len5549732.region007"
"NRRL3510","3510_Z1_len5549732",7,"3510_Z1__g001356--FGSG_03339..FSPOR_3726","3510_Z1__g001356--FGSG_03339..FSPOR_3726","complement(30911..31410)","no","3510_Z1_len5549732.region007"
"NRRL3510","3510_Z1_len5549732",7,"3510_Z1__g001357--FGSG_03338..FSPOR_3727","3510_Z1__g001357--FGSG_03338..FSPOR_3727","complement(33735..34243)","no","3510_Z1_len5549732.region007"
"NRRL3510","3510_Z1_len5549732",7,"3510_Z1__g001358--FGSG_03337..FSPOR_11522","3510_Z1__g001358--FGSG_03337..FSPOR_11522","complement(35664..36431)","no","3510_Z1_len5549732.region007"
"NRRL3510","3510_Z1_len5549732",7,"3510_Z1__g001359--FGSG_03334..FSPOR_11523","3510_Z1__g001359--FGSG_03334..FSPOR_11523","39941..40481","no","3510_Z1_len5549732.region007"
"NRRL3510","3510_Z1_len5549732",7,"3510_Z1__g001360--FGSG_03333..FSPOR_9267","3510_Z1__g001360--FGSG_03333..FSPOR_9267","complement(40770..41864)","no","3510_Z1_len5549732.region007"
"NRRL3510","3510_Z1_len5549732",7,"3510_Z1__g001361--FGSG_03332..FSPOR_9266","3510_Z1__g001361--FGSG_03332..FSPOR_9266","complement(42654..43956)","no","3510_Z1_len5549732.region007"
"NRRL3510","3510_Z1_len5549732",7,"3510_Z1__g001362","3510_Z1__g001362","complement(45514..45585)","yes","3510_Z1_len5549732.region007"
"NRRL3510","3510_Z1_len5549732",7,"3510_Z1__g001363--FGSG_03330..FSPOR_5956","3510_Z1__g001363--FGSG_03330..FSPOR_5956","45990..47538","no","3510_Z1_len5549732.region007"
"NRRL3510","3510_Z1_len5549732",8,"3510_Z1__g001425","3510_Z1__g001425","complement(213..310)","yes","3510_Z1_len5549732.region008"
"NRRL3510","3510_Z1_len5549732",8,"3510_Z1__g001426--FGSG_03265..FSPOR_5893","3510_Z1__g001426--FGSG_03265..FSPOR_5893","complement(1520..2791)","no","3510_Z1_len5549732.region008"
"NRRL3510","3510_Z1_len5549732",8,"3510_Z1__g001427--FGSG_03264..FSPOR_5892","3510_Z1__g001427--FGSG_03264..FSPOR_5892","complement(5092..6249)","no","3510_Z1_len5549732.region008"
"NRRL3510","3510_Z1_len5549732",8,"3510_Z1__g001428--FGSG_03263..FSPOR_5891","3510_Z1__g001428--FGSG_03263..FSPOR_5891","complement(8071..9624)","no","3510_Z1_len5549732.region008"
"NRRL3510","3510_Z1_len5549732",8,"3510_Z1__g001429--FGSG_03262..FSPOR_5890","3510_Z1__g001429--FGSG_03262..FSPOR_5890","complement(10174..11223)","no","3510_Z1_len5549732.region008"
"NRRL3510","3510_Z1_len5549732",8,"3510_Z1__g001430--FGSG_03261..FSPOR_5889","3510_Z1__g001430--FGSG_03261..FSPOR_5889","12774..14259","no","3510_Z1_len5549732.region008"
"NRRL3510","3510_Z1_len5549732",8,"3510_Z1__g001431--FGSG_03260..FSPOR_5888","3510_Z1__g001431--FGSG_03260..FSPOR_5888","complement(14483..16164)","no","3510_Z1_len5549732.region008"
"NRRL3510","3510_Z1_len5549732",8,"3510_Z1__g001432--FGSG_03259..FSPOR_5887","3510_Z1__g001432--FGSG_03259..FSPOR_5887","complement(16516..17856)","no","3510_Z1_len5549732.region008"
"NRRL3510","3510_Z1_len5549732",8,"3510_Z1__g001433--FGSG_03258..FSPOR_5886","3510_Z1__g001433--FGSG_03258..FSPOR_5886","complement(18579..19605)","no","3510_Z1_len5549732.region008"
"NRRL3510","3510_Z1_len5549732",8,"3510_Z1__g001434--FGSG_03257..FSPOR_5885","3510_Z1__g001434--FGSG_03257..FSPOR_5885","complement(20001..22817)","no","3510_Z1_len5549732.region008"
"NRRL3510","3510_Z1_len5549732",8,"3510_Z1__g001435--FGSG_03256..FSPOR_5884","3510_Z1__g001435--FGSG_03256..FSPOR_5884","23670..24574","no","3510_Z1_len5549732.region008"
"NRRL3510","3510_Z1_len5549732",8,"3510_Z1__g001436--FGSG_03255..FSPOR_5883","3510_Z1__g001436--FGSG_03255..FSPOR_5883","25404..26447","no","3510_Z1_len5549732.region008"
"NRRL3510","3510_Z1_len5549732",8,"3510_Z1__g001437--FGSG_03252..FSPOR_5882","3510_Z1__g001437--FGSG_03252..FSPOR_5882","complement(26801..30817)","no","3510_Z1_len5549732.region008"
"NRRL3510","3510_Z1_len5549732",8,"3510_Z1__g001438--FGSG_03251..FSPOR_5881","3510_Z1__g001438--FGSG_03251..FSPOR_5881","33978..34939","no","3510_Z1_len5549732.region008"
"NRRL3510","3510_Z1_len5549732",8,"3510_Z1__g001439--FGSG_03250..FSPOR_5880","3510_Z1__g001439--FGSG_03250..FSPOR_5880","complement(35445..36868)","no","3510_Z1_len5549732.region008"
"NRRL3510","3510_Z1_len5549732",8,"GUT2","3510_Z1__g001440--FGSG_03249..FSPOR_5879","complement(39048..41158)","no","3510_Z1_len5549732.region008"
"NRRL3510","3510_Z1_len5549732",9,"3510_Z1__g001601--FGSG_03070..FSPOR_4842","3510_Z1__g001601--FGSG_03070..FSPOR_4842","742..1110","no","3510_Z1_len5549732.region009"
"NRRL3510","3510_Z1_len5549732",9,"3510_Z1__g001602--FGSG_03069..FSPOR_4843","3510_Z1__g001602--FGSG_03069..FSPOR_4843","2180..3265","no","3510_Z1_len5549732.region009"
"NRRL3510","3510_Z1_len5549732",9,"3510_Z1__g001603--FGSG_03068..FSPOR_4844","3510_Z1__g001603--FGSG_03068..FSPOR_4844","4044..5463","no","3510_Z1_len5549732.region009"
"NRRL3510","3510_Z1_len5549732",9,"3510_Z1__g001604--FGSG_03067..FSPOR_4845","3510_Z1__g001604--FGSG_03067..FSPOR_4845","complement(6995..9161)","no","3510_Z1_len5549732.region009"
"NRRL3510","3510_Z1_len5549732",9,"3510_Z1__g001605--FGSG_03066..FSPOR_4846","3510_Z1__g001605--FGSG_03066..FSPOR_4846","10001..12024","no","3510_Z1_len5549732.region009"
"NRRL3510","3510_Z1_len5549732",9,"3510_Z1__g001606--FGSG_03065..FSPOR_4847","3510_Z1__g001606--FGSG_03065..FSPOR_4847","12620..14523","no","3510_Z1_len5549732.region009"
"NRRL3510","3510_Z1_len5549732",9,"3510_Z1__g001607--FGSG_03064..FSPOR_4848","3510_Z1__g001607--FGSG_03064..FSPOR_4848","15401..16417","no","3510_Z1_len5549732.region009"
"NRRL3510","3510_Z1_len5549732",9,"3510_Z1__g001608--FGSG_03063..FSPOR_4849","3510_Z1__g001608--FGSG_03063..FSPOR_4849","complement(17053..18664)","no","3510_Z1_len5549732.region009"
"NRRL3510","3510_Z11_len902690",1,"3510_Z11__g008939--FGSG_01660..FSPOR_4911","3510_Z11__g008939--FGSG_01660..FSPOR_4911","complement(281..1110)","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"3510_Z11__g008940--FGSG_01661..FSPOR_4912","3510_Z11__g008940--FGSG_01661..FSPOR_4912","complement(2236..3481)","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"3510_Z11__g008941--FGSG_01662..FSPOR_4913","3510_Z11__g008941--FGSG_01662..FSPOR_4913","4912..6884","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"3510_Z11__g008942","3510_Z11__g008942","7437..7508","yes","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"ADI1_1","3510_Z11__g008943--FGSG_01665..FSPOR_4914","complement(7888..10477)","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"RAD14","3510_Z11__g008944--FGSG_01666..FSPOR_4915","complement(11242..12487)","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"PHO88","3510_Z11__g008945--FGSG_01667..FSPOR_4916","complement(12975..13697)","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"3510_Z11__g008946--FGSG_01669..FSPOR_4918","3510_Z11__g008946--FGSG_01669..FSPOR_4918","17822..18600","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"3510_Z11__g008947--FGSG_01670..FSPOR_4919","3510_Z11__g008947--FGSG_01670..FSPOR_4919","19453..20051","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"SIW14","3510_Z11__g008948--FGSG_01671..FSPOR_4920","complement(21378..21912)","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"nmt1","3510_Z11__g008949--FGSG_01672..FSPOR_4921","28133..29190","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"3510_Z11__g008950--FGSG_01673..FSPOR_4922","3510_Z11__g008950--FGSG_01673..FSPOR_4922","complement(30001..31123)","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"3510_Z11__g008951--FGSG_01674..FSPOR_4923","3510_Z11__g008951--FGSG_01674..FSPOR_4923","33232..34151","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"DIP5","3510_Z11__g008952--FGSG_01675..FSPOR_4924","complement(34801..36635)","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"3510_Z11__g008953--FSPOR_4925","3510_Z11__g008953--FSPOR_4925","complement(40858..44259)","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"3510_Z11__g008954--FSPOR_10442","3510_Z11__g008954--FSPOR_10442","45829..46693","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"3510_Z11__g008955--FGSG_01688..FSPOR_10441","3510_Z11__g008955--FGSG_01688..FSPOR_10441","47275..47594","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"3510_Z11__g008956--FGSG_01686..FSPOR_10439","3510_Z11__g008956--FGSG_01686..FSPOR_10439","50248..51385","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"3510_Z11__g008957--FGSG_01685..FSPOR_10438","3510_Z11__g008957--FGSG_01685..FSPOR_10438","complement(51776..53641)","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z11_len902690",1,"atl1","3510_Z11__g008958--FGSG_01689..FSPOR_10437","55303..55804","no","3510_Z11_len902690.region001"
"NRRL3510","3510_Z14_len754641",1,"3510_Z14__g009583--FGSG_08791..FSPOR_8623","3510_Z14__g009583--FGSG_08791..FSPOR_8623","7020..9914","no","3510_Z14_len754641.region001"
"NRRL3510","3510_Z14_len754641",1,"3510_Z14__g009584--FGSG_08792..FSPOR_8624","3510_Z14__g009584--FGSG_08792..FSPOR_8624","11139..11541","no","3510_Z14_len754641.region001"
"NRRL3510","3510_Z14_len754641",1,"3510_Z14__g009585--FGSG_08793..FSPOR_8625","3510_Z14__g009585--FGSG_08793..FSPOR_8625","complement(11603..12565)","no","3510_Z14_len754641.region001"
