"Accession","cluster","chrm","region","locus_tag","gene","type","bb_type","start","end","strand"
"NRRL6477","6477_Z1_len5435389.region003","6477_Z1_len5435389",3,"6477_Z1__g000908--FGSG_03251..FSPOR_5881","6477_Z1__g000908--FGSG_03251..FSPOR_5881","other","N/A",2839199,2840200,-1
"NRRL6477","6477_Z1_len5435389.region003","6477_Z1_len5435389",3,"6477_Z1__g000909--FGSG_03252..FSPOR_5882","6477_Z1__g000909--FGSG_03252..FSPOR_5882","other","N/A",2843343,2847350,1
"NRRL6477","6477_Z1_len5435389.region003","6477_Z1_len5435389",3,"6477_Z1__g000910--FGSG_03255..FSPOR_5883","6477_Z1__g000910--FGSG_03255..FSPOR_5883","biosynthetic-additional","N/A",2847704,2848747,-1
"NRRL6477","6477_Z1_len5435389.region003","6477_Z1_len5435389",3,"6477_Z1__g000911--FGSG_03256..FSPOR_5884","6477_Z1__g000911--FGSG_03256..FSPOR_5884","biosynthetic-additional","N/A",2849579,2850483,-1
"NRRL6477","6477_Z1_len5435389.region003","6477_Z1_len5435389",3,"6477_Z1__g000912--FGSG_03257..FSPOR_5885","6477_Z1__g000912--FGSG_03257..FSPOR_5885","biosynthetic","NRPS-like",2851223,2854155,1
"NRRL6477","6477_Z1_len5435389.region003","6477_Z1_len5435389",3,"6477_Z1__g000913--FGSG_03258..FSPOR_5886","6477_Z1__g000913--FGSG_03258..FSPOR_5886","biosynthetic-additional","N/A",2854551,2855577,1
"NRRL6477","6477_Z1_len5435389.region003","6477_Z1_len5435389",3,"6477_Z1__g000914--FGSG_03259..FSPOR_5887","6477_Z1__g000914--FGSG_03259..FSPOR_5887","biosynthetic-additional","N/A",2856300,2857640,1
"NRRL6477","6477_Z1_len5435389.region003","6477_Z1_len5435389",3,"6477_Z1__g000915--FGSG_03260..FSPOR_5888","6477_Z1__g000915--FGSG_03260..FSPOR_5888","biosynthetic-additional","N/A",2857992,2859673,1
"NRRL6477","6477_Z1_len5435389.region003","6477_Z1_len5435389",3,"6477_Z1__g000916--FGSG_03261..FSPOR_5889","6477_Z1__g000916--FGSG_03261..FSPOR_5889","other","N/A",2859897,2861382,-1
"NRRL6477","6477_Z1_len5435389.region003","6477_Z1_len5435389",3,"6477_Z1__g000917--FGSG_03262..FSPOR_5890","6477_Z1__g000917--FGSG_03262..FSPOR_5890","biosynthetic-additional","N/A",2862934,2863983,1
"NRRL6477","6477_Z1_len5435389.region003","6477_Z1_len5435389",3,"6477_Z1__g000918--FGSG_03263..FSPOR_5891","6477_Z1__g000918--FGSG_03263..FSPOR_5891","other","N/A",2864533,2866086,1
"NRRL6477","6477_Z1_len5435389.region003","6477_Z1_len5435389",3,"6477_Z1__g000919--FGSG_03264..FSPOR_5892","6477_Z1__g000919--FGSG_03264..FSPOR_5892","biosynthetic-additional","N/A",2867926,2869083,1
"NRRL6477","6477_Z1_len5435389.region003","6477_Z1_len5435389",3,"6477_Z1__g000920--FGSG_03265..FSPOR_5893","6477_Z1__g000920--FGSG_03265..FSPOR_5893","other","N/A",2871385,2872655,1
"NRRL6477","6477_Z1_len5435389.region003","6477_Z1_len5435389",3,"GUT2","6477_Z1__g000906--FGSG_03249..FSPOR_5879","biosynthetic-additional","N/A",2833154,2835264,1
"NRRL6477","6477_Z1_len5435389.region004","6477_Z1_len5435389",4,"6477_Z1__g000986--FGSG_03330..FSPOR_5956","6477_Z1__g000986--FGSG_03330..FSPOR_5956","transport","N/A",3051455,3053003,-1
"NRRL6477","6477_Z1_len5435389.region004","6477_Z1_len5435389",4,"6477_Z1__g000988--FGSG_03332..FSPOR_9266","6477_Z1__g000988--FGSG_03332..FSPOR_9266","other","N/A",3054932,3056336,1
"NRRL6477","6477_Z1_len5435389.region004","6477_Z1_len5435389",4,"6477_Z1__g000989--FGSG_03333..FSPOR_9267","6477_Z1__g000989--FGSG_03333..FSPOR_9267","other","N/A",3057126,3058220,1
"NRRL6477","6477_Z1_len5435389.region004","6477_Z1_len5435389",4,"6477_Z1__g000990--FGSG_03334..FSPOR_11523","6477_Z1__g000990--FGSG_03334..FSPOR_11523","other","N/A",3058509,3059049,-1
"NRRL6477","6477_Z1_len5435389.region004","6477_Z1_len5435389",4,"6477_Z1__g000991--FGSG_03337..FSPOR_11522","6477_Z1__g000991--FGSG_03337..FSPOR_11522","other","N/A",3059922,3063272,1
"NRRL6477","6477_Z1_len5435389.region004","6477_Z1_len5435389",4,"6477_Z1__g000992--FGSG_03338..FSPOR_3727","6477_Z1__g000992--FGSG_03338..FSPOR_3727","other","N/A",3064698,3065206,1
"NRRL6477","6477_Z1_len5435389.region004","6477_Z1_len5435389",4,"6477_Z1__g000993--FGSG_03339..FSPOR_3726","6477_Z1__g000993--FGSG_03339..FSPOR_3726","other","N/A",3067532,3068031,1
"NRRL6477","6477_Z1_len5435389.region004","6477_Z1_len5435389",4,"6477_Z1__g000995--FGSG_03341..FSPOR_3724","6477_Z1__g000995--FGSG_03341..FSPOR_3724","other","N/A",3079457,3080098,-1
"NRRL6477","6477_Z1_len5435389.region004","6477_Z1_len5435389",4,"6477_Z1__g000996--FGSG_03342..FSPOR_3723","6477_Z1__g000996--FGSG_03342..FSPOR_3723","biosynthetic-additional","N/A",3082929,3083894,1
"NRRL6477","6477_Z1_len5435389.region004","6477_Z1_len5435389",4,"6477_Z1__g000997--FGSG_03343..FSPOR_3722","6477_Z1__g000997--FGSG_03343..FSPOR_3722","other","N/A",3084513,3087892,1
"NRRL6477","6477_Z1_len5435389.region004","6477_Z1_len5435389",4,"6477_Z1__g000998--FGSG_03344..FSPOR_3721","6477_Z1__g000998--FGSG_03344..FSPOR_3721","other","N/A",3088746,3090015,1
"NRRL6477","6477_Z1_len5435389.region004","6477_Z1_len5435389",4,"6477_Z1__g000999--FGSG_03345..FSPOR_3720","6477_Z1__g000999--FGSG_03345..FSPOR_3720","transport","N/A",3090244,3092123,-1
"NRRL6477","6477_Z1_len5435389.region004","6477_Z1_len5435389",4,"6477_Z1__g001000--FGSG_03346..FSPOR_3719","6477_Z1__g001000--FGSG_03346..FSPOR_3719","biosynthetic-additional","N/A",3092957,3094747,1
"NRRL6477","6477_Z1_len5435389.region004","6477_Z1_len5435389",4,"GPY1","6477_Z1__g000994--FGSG_03340..FSPOR_3725","biosynthetic","T1PKS",3070449,3078942,1
"NRRL6477","6477_Z1_len5435389.region005","6477_Z1_len5435389",5,"TRI10","6477_Z1__g001198--FGSG_03538..FSPOR_6148","other","N/A",3604085,3605070,1
"NRRL6477","6477_Z1_len5435389.region005","6477_Z1_len5435389",5,"TRI11","6477_Z1__g001199","biosynthetic-additional","N/A",3606919,3608640,-1
"NRRL6477","6477_Z1_len5435389.region005","6477_Z1_len5435389",5,"TRI12","6477_Z1__g001200--FGSG_03540..FSPOR_6149","transport","N/A",3609282,3611183,-1
"NRRL6477","6477_Z1_len5435389.region005","6477_Z1_len5435389",5,"TRI3","6477_Z1__g001195--FGSG_03534..FSPOR_6145","other","N/A",3593566,3595348,1
"NRRL6477","6477_Z1_len5435389.region005","6477_Z1_len5435389",5,"TRI4","6477_Z1__g001196--FGSG_03535..FSPOR_6146","biosynthetic-additional","N/A",3596109,3597851,-1
"NRRL6477","6477_Z1_len5435389.region005","6477_Z1_len5435389",5,"TRI5","6477_Z1__g001197--FGSG_03537..FSPOR_6147","biosynthetic","terpene",3601930,3603114,1
"NRRL6477","6477_Z1_len5435389.region005","6477_Z1_len5435389",5,"TRI7","6477_Z1__g001194--FGSG_03533..FSPOR_6144","other","N/A",3591960,3592792,1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001394--FGSG_11311..FSPOR_1129","6477_Z1__g001394--FGSG_11311..FSPOR_1129","biosynthetic-additional","N/A",4081654,4082496,-1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001395--FGSG_03725..FSPOR_1130","6477_Z1__g001395--FGSG_03725..FSPOR_1130","transport","N/A",4083333,4085141,-1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001397--FGSG_03726..FSPOR_1131","6477_Z1__g001397--FGSG_03726..FSPOR_1131","transport","N/A",4087048,4088733,-1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001398--FGSG_03727..FSPOR_1133","6477_Z1__g001398--FGSG_03727..FSPOR_1133","other","N/A",4090683,4091955,1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001399--FGSG_03728..FSPOR_1134","6477_Z1__g001399--FGSG_03728..FSPOR_1134","biosynthetic-additional","N/A",4093024,4094126,1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001400--FGSG_03729..FSPOR_1135","6477_Z1__g001400--FGSG_03729..FSPOR_1135","biosynthetic-additional","N/A",4094943,4096237,1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001401--FGSG_03730..FSPOR_1136","6477_Z1__g001401--FGSG_03730..FSPOR_1136","other","N/A",4096635,4098523,-1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001402--FGSG_03731..FSPOR_1137","6477_Z1__g001402--FGSG_03731..FSPOR_1137","biosynthetic-additional","N/A",4099401,4100495,1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001403--FGSG_03732..FSPOR_1138","6477_Z1__g001403--FGSG_03732..FSPOR_1138","other","N/A",4101315,4103242,1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001404--FGSG_03734..FSPOR_1139","6477_Z1__g001404--FGSG_03734..FSPOR_1139","other","N/A",4103544,4104222,-1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001406--FGSG_03736..FSPOR_1142","6477_Z1__g001406--FGSG_03736..FSPOR_1142","biosynthetic","isocyanide-nrp",4113281,4117068,1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001407--FGSG_03737..FSPOR_1143","6477_Z1__g001407--FGSG_03737..FSPOR_1143","transport","N/A",4118173,4119927,1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001408--FGSG_03738..FSPOR_1144","6477_Z1__g001408--FGSG_03738..FSPOR_1144","biosynthetic-additional","N/A",4120249,4121322,-1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001410--FGSG_12390..FSPOR_1146","6477_Z1__g001410--FGSG_12390..FSPOR_1146","other","N/A",4124387,4126603,1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001411--FGSG_12389..FSPOR_1147","6477_Z1__g001411--FGSG_12389..FSPOR_1147","other","N/A",4127096,4128535,1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001412--FGSG_03742..FSPOR_1148","6477_Z1__g001412--FGSG_03742..FSPOR_1148","other","N/A",4128950,4131517,-1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001413--FGSG_03741..FSPOR_1149","6477_Z1__g001413--FGSG_03741..FSPOR_1149","biosynthetic-additional","N/A",4132825,4134635,-1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001415--FGSG_03743..FSPOR_1150","6477_Z1__g001415--FGSG_03743..FSPOR_1150","other","N/A",4137387,4138351,1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001416--FGSG_03744..FSPOR_1151","6477_Z1__g001416--FGSG_03744..FSPOR_1151","transport","N/A",4138788,4140734,-1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001417--FGSG_03745..FSPOR_1152","6477_Z1__g001417--FGSG_03745..FSPOR_1152","biosynthetic-additional","N/A",4142801,4144087,-1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001418--FGSG_03746..FSPOR_1153","6477_Z1__g001418--FGSG_03746..FSPOR_1153","biosynthetic-additional","N/A",4146652,4147527,1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001420--FGSG_03748..FSPOR_1155","6477_Z1__g001420--FGSG_03748..FSPOR_1155","other","N/A",4155296,4156109,-1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001421--FSPOR_1156","6477_Z1__g001421--FSPOR_1156","other","N/A",4157297,4157588,-1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001422--FGSG_12386..FSPOR_1157","6477_Z1__g001422--FGSG_12386..FSPOR_1157","biosynthetic-additional","N/A",4161387,4162526,1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001423--FGSG_03752..FSPOR_1158","6477_Z1__g001423--FGSG_03752..FSPOR_1158","other","N/A",4162687,4163815,-1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001424--FGSG_03751..FSPOR_1159","6477_Z1__g001424--FGSG_03751..FSPOR_1159","other","N/A",4164993,4166914,1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001425--FGSG_03750..FSPOR_1160","6477_Z1__g001425--FGSG_03750..FSPOR_1160","other","N/A",4167278,4170010,-1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"6477_Z1__g001426--FGSG_03749..FSPOR_1162","6477_Z1__g001426--FGSG_03749..FSPOR_1162","other","N/A",4171890,4173333,-1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"ATF1_1","6477_Z1__g001409--FGSG_03739..FSPOR_1145","other","N/A",4122060,4123508,1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"CDR1","6477_Z1__g001405--FGSG_03735..FSPOR_1141","biosynthetic","isocyanide-nrp",4104531,4111500,-1
"NRRL6477","6477_Z1_len5435389.region006","6477_Z1_len5435389",6,"NPS6","6477_Z1__g001419--FGSG_03747..FSPOR_1154","biosynthetic","NRPS",4148899,4155164,1
"NRRL6477","6477_Z1_len5435389.region007","6477_Z1_len5435389",7,"6477_Z1__g001843--FGSG_01956..FSPOR_1023","6477_Z1__g001843--FGSG_01956..FSPOR_1023","other","N/A",5298993,5300846,1
"NRRL6477","6477_Z1_len5435389.region007","6477_Z1_len5435389",7,"6477_Z1__g001844--FGSG_01957..FSPOR_1022","6477_Z1__g001844--FGSG_01957..FSPOR_1022","other","N/A",5302604,5303607,1
"NRRL6477","6477_Z1_len5435389.region007","6477_Z1_len5435389",7,"6477_Z1__g001845--FGSG_01958..FSPOR_1021","6477_Z1__g001845--FGSG_01958..FSPOR_1021","biosynthetic-additional","N/A",5303850,5304458,-1
"NRRL6477","6477_Z1_len5435389.region007","6477_Z1_len5435389",7,"6477_Z1__g001847--FGSG_01960..FSPOR_1019","6477_Z1__g001847--FGSG_01960..FSPOR_1019","other","N/A",5310980,5311366,1
"NRRL6477","6477_Z1_len5435389.region007","6477_Z1_len5435389",7,"6477_Z1__g001849--FSPOR_1017","6477_Z1__g001849--FSPOR_1017","biosynthetic-additional","N/A",5340518,5342569,-1
"NRRL6477","6477_Z1_len5435389.region007","6477_Z1_len5435389",7,"6477_Z1__g001850--FSPOR_1016","6477_Z1__g001850--FSPOR_1016","transport","N/A",5343452,5347558,1
"NRRL6477","6477_Z1_len5435389.region007","6477_Z1_len5435389",7,"6477_Z1__g001851--FSPOR_1015","6477_Z1__g001851--FSPOR_1015","other","N/A",5348053,5348908,-1
"NRRL6477","6477_Z1_len5435389.region007","6477_Z1_len5435389",7,"6477_Z1__g001853--FSPOR_1013","6477_Z1__g001853--FSPOR_1013","other","N/A",5361241,5362136,1
"NRRL6477","6477_Z1_len5435389.region007","6477_Z1_len5435389",7,"6477_Z1__g001854--FSPOR_1012","6477_Z1__g001854--FSPOR_1012","other","N/A",5362528,5363961,-1
"NRRL6477","6477_Z1_len5435389.region007","6477_Z1_len5435389",7,"6477_Z1__g001855--FGSG_01962..FSPOR_1011","6477_Z1__g001855--FGSG_01962..FSPOR_1011","biosynthetic-additional","N/A",5365432,5367483,-1
"NRRL6477","6477_Z1_len5435389.region007","6477_Z1_len5435389",7,"6477_Z1__g001856--FGSG_01963..FSPOR_1010","6477_Z1__g001856--FGSG_01963..FSPOR_1010","other","N/A",5368517,5369904,1
"NRRL6477","6477_Z1_len5435389.region007","6477_Z1_len5435389",7,"6477_Z1__g001857--FGSG_12039..FSPOR_1009","6477_Z1__g001857--FGSG_12039..FSPOR_1009","other","N/A",5370586,5376032,-1
"NRRL6477","6477_Z1_len5435389.region007","6477_Z1_len5435389",7,"ANB1","6477_Z1__g001842--FGSG_01955..FSPOR_1024","other","N/A",5297320,5298207,1
"NRRL6477","6477_Z1_len5435389.region007","6477_Z1_len5435389",7,"ERG5","6477_Z1__g001846--FGSG_01959..FSPOR_1020","biosynthetic-additional","N/A",5305238,5307083,-1
"NRRL6477","6477_Z1_len5435389.region007","6477_Z1_len5435389",7,"NRPS32","6477_Z1__g001848--FGSG_13878..FSPOR_1018","biosynthetic","NRPS",5312019,5338921,-1
"NRRL6477","6477_Z1_len5435389.region007","6477_Z1_len5435389",7,"PKS40","6477_Z1__g001852--FSPOR_1014","biosynthetic","T1PKS",5350027,5357913,1
"NRRL6477","6477_Z1_len5435389.region007","6477_Z1_len5435389",7,"VPS52","6477_Z1__g001841--FGSG_01954..FSPOR_1025","other","N/A",5293517,5295602,-1
"NRRL6477","6477_Z11_len1542866.region001","6477_Z11_len1542866",1,"6477_Z11__g009163--FGSG_10517..FSPOR_10930","6477_Z11__g009163--FGSG_10517..FSPOR_10930","other","N/A",877082,879100,1
"NRRL6477","6477_Z11_len1542866.region001","6477_Z11_len1542866",1,"6477_Z11__g009164--FGSG_10516..FSPOR_10929","6477_Z11__g009164--FGSG_10516..FSPOR_10929","other","N/A",881478,882727,1
"NRRL6477","6477_Z11_len1542866.region001","6477_Z11_len1542866",1,"6477_Z11__g009165--FGSG_10520..FSPOR_10928","6477_Z11__g009165--FGSG_10520..FSPOR_10928","other","N/A",887223,888959,-1
"NRRL6477","6477_Z11_len1542866.region001","6477_Z11_len1542866",1,"6477_Z11__g009166--FGSG_10521..FSPOR_10927","6477_Z11__g009166--FGSG_10521..FSPOR_10927","biosynthetic-additional","N/A",889619,890524,1
"NRRL6477","6477_Z11_len1542866.region001","6477_Z11_len1542866",1,"6477_Z11__g009167--FGSG_10522..FSPOR_10926","6477_Z11__g009167--FGSG_10522..FSPOR_10926","other","N/A",893157,895922,1
"NRRL6477","6477_Z11_len1542866.region001","6477_Z11_len1542866",1,"6477_Z11__g009168--FGSG_10523..FSPOR_10925","6477_Z11__g009168--FGSG_10523..FSPOR_10925","biosynthetic","NRPS",896433,904075,-1
"NRRL6477","6477_Z11_len1542866.region001","6477_Z11_len1542866",1,"6477_Z11__g009169--FSPOR_10924","6477_Z11__g009169--FSPOR_10924","other","N/A",905850,906368,-1
"NRRL6477","6477_Z11_len1542866.region001","6477_Z11_len1542866",1,"6477_Z11__g009170--FGSG_10524..FSPOR_10923","6477_Z11__g009170--FGSG_10524..FSPOR_10923","other","N/A",906957,910090,-1
"NRRL6477","6477_Z11_len1542866.region001","6477_Z11_len1542866",1,"6477_Z11__g009171--FGSG_10526..FSPOR_10922","6477_Z11__g009171--FGSG_10526..FSPOR_10922","other","N/A",912519,914885,1
"NRRL6477","6477_Z11_len1542866.region001","6477_Z11_len1542866",1,"6477_Z11__g009172--FGSG_10525..FSPOR_10921","6477_Z11__g009172--FGSG_10525..FSPOR_10921","biosynthetic-additional","N/A",915778,917085,1
"NRRL6477","6477_Z11_len1542866.region001","6477_Z11_len1542866",1,"6477_Z11__g009173--FGSG_10528..FSPOR_10920","6477_Z11__g009173--FGSG_10528..FSPOR_10920","other","N/A",918882,921573,1
"NRRL6477","6477_Z11_len1542866.region001","6477_Z11_len1542866",1,"6477_Z11__g009174--FGSG_10529..FSPOR_10919","6477_Z11__g009174--FGSG_10529..FSPOR_10919","other","N/A",922026,923636,-1
"NRRL6477","6477_Z11_len1542866.region002","6477_Z11_len1542866",2,"6477_Z11__g009286--FSPOR_4485","6477_Z11__g009286--FSPOR_4485","other","N/A",1312232,1313800,-1
"NRRL6477","6477_Z11_len1542866.region002","6477_Z11_len1542866",2,"6477_Z11__g009287--FSPOR_4486","6477_Z11__g009287--FSPOR_4486","other","N/A",1314142,1315877,-1
"NRRL6477","6477_Z11_len1542866.region002","6477_Z11_len1542866",2,"6477_Z11__g009288--FGSG_12407..FSPOR_4487","6477_Z11__g009288--FGSG_12407..FSPOR_4487","biosynthetic-additional","N/A",1319037,1319516,-1
"NRRL6477","6477_Z11_len1542866.region002","6477_Z11_len1542866",2,"6477_Z11__g009289--FGSG_12406..FSPOR_4488","6477_Z11__g009289--FGSG_12406..FSPOR_4488","other","N/A",1320227,1320793,-1
"NRRL6477","6477_Z11_len1542866.region002","6477_Z11_len1542866",2,"6477_Z11__g009290--FGSG_07815..FSPOR_4489","6477_Z11__g009290--FGSG_07815..FSPOR_4489","other","N/A",1322837,1324006,1
"NRRL6477","6477_Z11_len1542866.region002","6477_Z11_len1542866",2,"6477_Z11__g009291--FGSG_10604..FSPOR_4490","6477_Z11__g009291--FGSG_10604..FSPOR_4490","other","N/A",1324586,1326388,-1
"NRRL6477","6477_Z11_len1542866.region002","6477_Z11_len1542866",2,"6477_Z11__g009292--FGSG_10605..FSPOR_4491","6477_Z11__g009292--FGSG_10605..FSPOR_4491","other","N/A",1327001,1327663,1
"NRRL6477","6477_Z11_len1542866.region002","6477_Z11_len1542866",2,"6477_Z11__g009293--FGSG_04682..FSPOR_4493","6477_Z11__g009293--FGSG_04682..FSPOR_4493","other","N/A",1330354,1331355,1
"NRRL6477","6477_Z11_len1542866.region002","6477_Z11_len1542866",2,"6477_Z11__g009294--FGSG_10617..FSPOR_4494","6477_Z11__g009294--FGSG_10617..FSPOR_4494","biosynthetic","NRPS-like",1332162,1335472,-1
"NRRL6477","6477_Z11_len1542866.region002","6477_Z11_len1542866",2,"6477_Z11__g009295--FSPOR_4496","6477_Z11__g009295--FSPOR_4496","other","N/A",1343804,1344310,1
"NRRL6477","6477_Z11_len1542866.region002","6477_Z11_len1542866",2,"6477_Z11__g009296--FSPOR_4497","6477_Z11__g009296--FSPOR_4497","biosynthetic-additional","N/A",1347462,1349259,1
"NRRL6477","6477_Z11_len1542866.region002","6477_Z11_len1542866",2,"6477_Z11__g009297--FSPOR_4498","6477_Z11__g009297--FSPOR_4498","other","N/A",1349391,1350437,-1
"NRRL6477","6477_Z11_len1542866.region002","6477_Z11_len1542866",2,"6477_Z11__g009298--FSPOR_4499","6477_Z11__g009298--FSPOR_4499","other","N/A",1352369,1353125,1
