"Accession","cluster","chrm","region","locus_tag","gene","type","bb_type","start","end","strand"
"NRRL3510","3510_Z1_len5549732.region003","3510_Z1_len5549732",3,"3510_Z1__g000723--FSPOR_9810","3510_Z1__g000723--FSPOR_9810","biosynthetic","T1PKS",2324415,2330871,-1
"NRRL3510","3510_Z1_len5549732.region003","3510_Z1_len5549732",3,"3510_Z1__g000724--FSPOR_9804","3510_Z1__g000724--FSPOR_9804","biosynthetic-additional","N/A",2330965,2332080,1
"NRRL3510","3510_Z1_len5549732.region003","3510_Z1_len5549732",3,"3510_Z1__g000725--FGSG_03963..FSPOR_9803","3510_Z1__g000725--FGSG_03963..FSPOR_9803","biosynthetic-additional","N/A",2332436,2334455,1
"NRRL3510","3510_Z1_len5549732.region003","3510_Z1_len5549732",3,"3510_Z1__g000726--FGSG_12362..FSPOR_9802","3510_Z1__g000726--FGSG_12362..FSPOR_9802","other","N/A",2336278,2337582,1
"NRRL3510","3510_Z1_len5549732.region003","3510_Z1_len5549732",3,"3510_Z1__g000727--FGSG_10592..FSPOR_9801","3510_Z1__g000727--FGSG_10592..FSPOR_9801","other","N/A",2339250,2339671,1
"NRRL3510","3510_Z1_len5549732.region003","3510_Z1_len5549732",3,"3510_Z1__g000728--FSPOR_9800","3510_Z1__g000728--FSPOR_9800","other","N/A",2340372,2341580,-1
"NRRL3510","3510_Z1_len5549732.region003","3510_Z1_len5549732",3,"3510_Z1__g000729--FSPOR_9799","3510_Z1__g000729--FSPOR_9799","other","N/A",2344308,2345513,1
"NRRL3510","3510_Z1_len5549732.region003","3510_Z1_len5549732",3,"3510_Z1__g000730--FGSG_03962..FSPOR_1368","3510_Z1__g000730--FGSG_03962..FSPOR_1368","other","N/A",2349304,2350553,1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000935--FGSG_03749..FSPOR_1162","3510_Z1__g000935--FGSG_03749..FSPOR_1162","other","N/A",2856176,2857682,1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000936--FGSG_12387..FSPOR_1161","3510_Z1__g000936--FGSG_12387..FSPOR_1161","other","N/A",2858105,2858426,-1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000937","3510_Z1__g000937","other","N/A",2859823,2860582,1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000938--FGSG_03750..FSPOR_1160","3510_Z1__g000938--FGSG_03750..FSPOR_1160","other","N/A",2861482,2862294,1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000939--FGSG_03751..FSPOR_1159","3510_Z1__g000939--FGSG_03751..FSPOR_1159","other","N/A",2862658,2864579,-1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000940--FGSG_03752..FSPOR_1158","3510_Z1__g000940--FGSG_03752..FSPOR_1158","other","N/A",2865755,2866883,1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000941--FGSG_12386..FSPOR_1157","3510_Z1__g000941--FGSG_12386..FSPOR_1157","biosynthetic-additional","N/A",2867044,2868183,-1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000942--FGSG_03748..FSPOR_1155","3510_Z1__g000942--FGSG_03748..FSPOR_1155","other","N/A",2873525,2874338,1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000944--FGSG_03746..FSPOR_1153","3510_Z1__g000944--FGSG_03746..FSPOR_1153","biosynthetic-additional","N/A",2882093,2882968,-1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000945--FGSG_03745..FSPOR_1152","3510_Z1__g000945--FGSG_03745..FSPOR_1152","biosynthetic-additional","N/A",2885539,2886825,1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000946--FGSG_03744..FSPOR_1151","3510_Z1__g000946--FGSG_03744..FSPOR_1151","transport","N/A",2888892,2890838,1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000947--FGSG_03743..FSPOR_1150","3510_Z1__g000947--FGSG_03743..FSPOR_1150","other","N/A",2891275,2892239,-1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000949--FGSG_03741..FSPOR_1149","3510_Z1__g000949--FGSG_03741..FSPOR_1149","biosynthetic-additional","N/A",2894993,2896803,1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000950--FGSG_03742..FSPOR_1148","3510_Z1__g000950--FGSG_03742..FSPOR_1148","other","N/A",2898110,2900695,1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000951--FGSG_12390..FSPOR_1146","3510_Z1__g000951--FGSG_12390..FSPOR_1146","other","N/A",2903040,2905257,-1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000953--FGSG_03738..FSPOR_1144","3510_Z1__g000953--FGSG_03738..FSPOR_1144","biosynthetic-additional","N/A",2908322,2909398,1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000954--FGSG_03737..FSPOR_1143","3510_Z1__g000954--FGSG_03737..FSPOR_1143","transport","N/A",2909717,2911471,-1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000955--FGSG_03736..FSPOR_1142","3510_Z1__g000955--FGSG_03736..FSPOR_1142","biosynthetic","isocyanide-nrp",2912576,2916363,-1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000957--FGSG_03734..FSPOR_1139","3510_Z1__g000957--FGSG_03734..FSPOR_1139","other","N/A",2925433,2926111,1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000958--FGSG_03732..FSPOR_1138","3510_Z1__g000958--FGSG_03732..FSPOR_1138","other","N/A",2926413,2928341,-1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000959--FGSG_03731..FSPOR_1137","3510_Z1__g000959--FGSG_03731..FSPOR_1137","biosynthetic-additional","N/A",2929160,2930254,-1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000960--FGSG_03730..FSPOR_1136","3510_Z1__g000960--FGSG_03730..FSPOR_1136","other","N/A",2931132,2933021,1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000961--FGSG_03729..FSPOR_1135","3510_Z1__g000961--FGSG_03729..FSPOR_1135","biosynthetic-additional","N/A",2933419,2934713,-1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000962--FGSG_03728..FSPOR_1134","3510_Z1__g000962--FGSG_03728..FSPOR_1134","biosynthetic-additional","N/A",2935529,2936631,-1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000963--FGSG_03727..FSPOR_1133","3510_Z1__g000963--FGSG_03727..FSPOR_1133","other","N/A",2937700,2939978,-1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000964--FGSG_03726..FSPOR_1131","3510_Z1__g000964--FGSG_03726..FSPOR_1131","transport","N/A",2941048,2942601,1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000966--FGSG_03725..FSPOR_1130","3510_Z1__g000966--FGSG_03725..FSPOR_1130","transport","N/A",2944534,2946309,1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"3510_Z1__g000967--FGSG_11311..FSPOR_1129","3510_Z1__g000967--FGSG_11311..FSPOR_1129","biosynthetic-additional","N/A",2947147,2947989,1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"ATF1_4","3510_Z1__g000952--FGSG_03739..FSPOR_1145","other","N/A",2906136,2907584,-1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"CDR1_3","3510_Z1__g000956--FGSG_03735..FSPOR_1141","biosynthetic","isocyanide-nrp",2918144,2925112,1
"NRRL3510","3510_Z1_len5549732.region004","3510_Z1_len5549732",4,"NPS6","3510_Z1__g000943--FGSG_03747..FSPOR_1154","biosynthetic","NRPS",2874470,2880735,-1
"NRRL3510","3510_Z1_len5549732.region005","3510_Z1_len5549732",5,"TRI10","3510_Z1__g001159--FGSG_03538..FSPOR_6148","other","N/A",3424577,3425916,-1
"NRRL3510","3510_Z1_len5549732.region005","3510_Z1_len5549732",5,"TRI11","3510_Z1__g001158","biosynthetic-additional","N/A",3421003,3422728,1
"NRRL3510","3510_Z1_len5549732.region005","3510_Z1_len5549732",5,"TRI12","3510_Z1__g001157--FGSG_03540..FSPOR_6149","transport","N/A",3418460,3420495,1
"NRRL3510","3510_Z1_len5549732.region005","3510_Z1_len5549732",5,"TRI3","3510_Z1__g001162--FGSG_03534..FSPOR_6145","other","N/A",3434303,3436085,-1
"NRRL3510","3510_Z1_len5549732.region005","3510_Z1_len5549732",5,"TRI4","3510_Z1__g001161--FGSG_03535..FSPOR_6146","biosynthetic-additional","N/A",3431796,3433538,1
"NRRL3510","3510_Z1_len5549732.region005","3510_Z1_len5549732",5,"TRI5","3510_Z1__g001160--FGSG_03537..FSPOR_6147","biosynthetic","terpene",3426533,3427717,-1
"NRRL3510","3510_Z1_len5549732.region006","3510_Z1_len5549732",6,"3510_Z1__g001198--FGSG_03498..FSPOR_1937","3510_Z1__g001198--FGSG_03498..FSPOR_1937","biosynthetic-additional","N/A",3526510,3528137,1
"NRRL3510","3510_Z1_len5549732.region006","3510_Z1_len5549732",6,"3510_Z1__g001199--FGSG_03497..FSPOR_1936","3510_Z1__g001199--FGSG_03497..FSPOR_1936","other","N/A",3528911,3531977,1
"NRRL3510","3510_Z1_len5549732.region006","3510_Z1_len5549732",6,"3510_Z1__g001201--FGSG_03495..FSPOR_1935","3510_Z1__g001201--FGSG_03495..FSPOR_1935","other","N/A",3533555,3534486,1
"NRRL3510","3510_Z1_len5549732.region006","3510_Z1_len5549732",6,"3510_Z1__g001202--FGSG_03494..FSPOR_1934","3510_Z1__g001202--FGSG_03494..FSPOR_1934","biosynthetic","terpene",3535481,3536763,-1
"NRRL3510","3510_Z1_len5549732.region006","3510_Z1_len5549732",6,"3510_Z1__g001203--FGSG_03493..FSPOR_1933","3510_Z1__g001203--FGSG_03493..FSPOR_1933","other","N/A",3538673,3539053,-1
"NRRL3510","3510_Z1_len5549732.region006","3510_Z1_len5549732",6,"3510_Z1__g001204--FGSG_03492..FSPOR_1932","3510_Z1__g001204--FGSG_03492..FSPOR_1932","other","N/A",3540219,3540533,-1
"NRRL3510","3510_Z1_len5549732.region006","3510_Z1_len5549732",6,"3510_Z1__g001205","3510_Z1__g001205","other","N/A",3541626,3542078,-1
"NRRL3510","3510_Z1_len5549732.region006","3510_Z1_len5549732",6,"3510_Z1__g001206--FGSG_03489..FSPOR_1931","3510_Z1__g001206--FGSG_03489..FSPOR_1931","other","N/A",3542705,3544276,-1
"NRRL3510","3510_Z1_len5549732.region007","3510_Z1_len5549732",7,"3510_Z1__g001349--FGSG_03346..FSPOR_3719","3510_Z1__g001349--FGSG_03346..FSPOR_3719","biosynthetic-additional","N/A",3935427,3937217,-1
"NRRL3510","3510_Z1_len5549732.region007","3510_Z1_len5549732",7,"3510_Z1__g001350--FGSG_03345..FSPOR_3720","3510_Z1__g001350--FGSG_03345..FSPOR_3720","transport","N/A",3938055,3939934,1
"NRRL3510","3510_Z1_len5549732.region007","3510_Z1_len5549732",7,"3510_Z1__g001351--FGSG_03344..FSPOR_3721","3510_Z1__g001351--FGSG_03344..FSPOR_3721","other","N/A",3940163,3941438,-1
"NRRL3510","3510_Z1_len5549732.region007","3510_Z1_len5549732",7,"3510_Z1__g001352--FGSG_03343..FSPOR_3722","3510_Z1__g001352--FGSG_03343..FSPOR_3722","other","N/A",3942292,3945671,-1
"NRRL3510","3510_Z1_len5549732.region007","3510_Z1_len5549732",7,"3510_Z1__g001353--FGSG_03342..FSPOR_3723","3510_Z1__g001353--FGSG_03342..FSPOR_3723","biosynthetic-additional","N/A",3946292,3947257,-1
"NRRL3510","3510_Z1_len5549732.region007","3510_Z1_len5549732",7,"3510_Z1__g001354--FGSG_03341..FSPOR_3724","3510_Z1__g001354--FGSG_03341..FSPOR_3724","other","N/A",3950195,3950728,1
"NRRL3510","3510_Z1_len5549732.region007","3510_Z1_len5549732",7,"3510_Z1__g001356--FGSG_03339..FSPOR_3726","3510_Z1__g001356--FGSG_03339..FSPOR_3726","other","N/A",3962153,3962652,-1
"NRRL3510","3510_Z1_len5549732.region007","3510_Z1_len5549732",7,"3510_Z1__g001357--FGSG_03338..FSPOR_3727","3510_Z1__g001357--FGSG_03338..FSPOR_3727","other","N/A",3964977,3965485,-1
"NRRL3510","3510_Z1_len5549732.region007","3510_Z1_len5549732",7,"3510_Z1__g001358--FGSG_03337..FSPOR_11522","3510_Z1__g001358--FGSG_03337..FSPOR_11522","other","N/A",3966906,3967673,-1
"NRRL3510","3510_Z1_len5549732.region007","3510_Z1_len5549732",7,"3510_Z1__g001359--FGSG_03334..FSPOR_11523","3510_Z1__g001359--FGSG_03334..FSPOR_11523","other","N/A",3971183,3971723,1
"NRRL3510","3510_Z1_len5549732.region007","3510_Z1_len5549732",7,"3510_Z1__g001360--FGSG_03333..FSPOR_9267","3510_Z1__g001360--FGSG_03333..FSPOR_9267","other","N/A",3972012,3973106,-1
"NRRL3510","3510_Z1_len5549732.region007","3510_Z1_len5549732",7,"3510_Z1__g001361--FGSG_03332..FSPOR_9266","3510_Z1__g001361--FGSG_03332..FSPOR_9266","other","N/A",3973896,3975198,-1
"NRRL3510","3510_Z1_len5549732.region007","3510_Z1_len5549732",7,"3510_Z1__g001363--FGSG_03330..FSPOR_5956","3510_Z1__g001363--FGSG_03330..FSPOR_5956","transport","N/A",3977232,3978780,1
"NRRL3510","3510_Z1_len5549732.region007","3510_Z1_len5549732",7,"GPY1","3510_Z1__g001355--FGSG_03340..FSPOR_3725","biosynthetic","T1PKS",3951243,3959784,-1
"NRRL3510","3510_Z1_len5549732.region008","3510_Z1_len5549732",8,"3510_Z1__g001426--FGSG_03265..FSPOR_5893","3510_Z1__g001426--FGSG_03265..FSPOR_5893","other","N/A",4157572,4158843,-1
"NRRL3510","3510_Z1_len5549732.region008","3510_Z1_len5549732",8,"3510_Z1__g001427--FGSG_03264..FSPOR_5892","3510_Z1__g001427--FGSG_03264..FSPOR_5892","biosynthetic-additional","N/A",4161144,4162301,-1
"NRRL3510","3510_Z1_len5549732.region008","3510_Z1_len5549732",8,"3510_Z1__g001428--FGSG_03263..FSPOR_5891","3510_Z1__g001428--FGSG_03263..FSPOR_5891","other","N/A",4164123,4165676,-1
"NRRL3510","3510_Z1_len5549732.region008","3510_Z1_len5549732",8,"3510_Z1__g001429--FGSG_03262..FSPOR_5890","3510_Z1__g001429--FGSG_03262..FSPOR_5890","biosynthetic-additional","N/A",4166226,4167275,-1
"NRRL3510","3510_Z1_len5549732.region008","3510_Z1_len5549732",8,"3510_Z1__g001430--FGSG_03261..FSPOR_5889","3510_Z1__g001430--FGSG_03261..FSPOR_5889","other","N/A",4168826,4170311,1
"NRRL3510","3510_Z1_len5549732.region008","3510_Z1_len5549732",8,"3510_Z1__g001431--FGSG_03260..FSPOR_5888","3510_Z1__g001431--FGSG_03260..FSPOR_5888","biosynthetic-additional","N/A",4170535,4172216,-1
"NRRL3510","3510_Z1_len5549732.region008","3510_Z1_len5549732",8,"3510_Z1__g001432--FGSG_03259..FSPOR_5887","3510_Z1__g001432--FGSG_03259..FSPOR_5887","biosynthetic-additional","N/A",4172568,4173908,-1
"NRRL3510","3510_Z1_len5549732.region008","3510_Z1_len5549732",8,"3510_Z1__g001433--FGSG_03258..FSPOR_5886","3510_Z1__g001433--FGSG_03258..FSPOR_5886","biosynthetic-additional","N/A",4174631,4175657,-1
"NRRL3510","3510_Z1_len5549732.region008","3510_Z1_len5549732",8,"3510_Z1__g001434--FGSG_03257..FSPOR_5885","3510_Z1__g001434--FGSG_03257..FSPOR_5885","biosynthetic","NRPS-like",4176053,4178869,-1
"NRRL3510","3510_Z1_len5549732.region008","3510_Z1_len5549732",8,"3510_Z1__g001435--FGSG_03256..FSPOR_5884","3510_Z1__g001435--FGSG_03256..FSPOR_5884","biosynthetic-additional","N/A",4179722,4180626,1
"NRRL3510","3510_Z1_len5549732.region008","3510_Z1_len5549732",8,"3510_Z1__g001436--FGSG_03255..FSPOR_5883","3510_Z1__g001436--FGSG_03255..FSPOR_5883","biosynthetic-additional","N/A",4181456,4182499,1
"NRRL3510","3510_Z1_len5549732.region008","3510_Z1_len5549732",8,"3510_Z1__g001437--FGSG_03252..FSPOR_5882","3510_Z1__g001437--FGSG_03252..FSPOR_5882","other","N/A",4182853,4186869,-1
"NRRL3510","3510_Z1_len5549732.region008","3510_Z1_len5549732",8,"3510_Z1__g001438--FGSG_03251..FSPOR_5881","3510_Z1__g001438--FGSG_03251..FSPOR_5881","other","N/A",4190030,4190991,1
"NRRL3510","3510_Z1_len5549732.region008","3510_Z1_len5549732",8,"3510_Z1__g001439--FGSG_03250..FSPOR_5880","3510_Z1__g001439--FGSG_03250..FSPOR_5880","other","N/A",4191497,4192920,-1
"NRRL3510","3510_Z1_len5549732.region008","3510_Z1_len5549732",8,"GUT2","3510_Z1__g001440--FGSG_03249..FSPOR_5879","biosynthetic-additional","N/A",4195100,4197210,-1
"NRRL3510","3510_Z1_len5549732.region009","3510_Z1_len5549732",9,"3510_Z1__g001601--FGSG_03070..FSPOR_4842","3510_Z1__g001601--FGSG_03070..FSPOR_4842","other","N/A",4647926,4648294,1
"NRRL3510","3510_Z1_len5549732.region009","3510_Z1_len5549732",9,"3510_Z1__g001602--FGSG_03069..FSPOR_4843","3510_Z1__g001602--FGSG_03069..FSPOR_4843","other","N/A",4649364,4650449,1
"NRRL3510","3510_Z1_len5549732.region009","3510_Z1_len5549732",9,"3510_Z1__g001603--FGSG_03068..FSPOR_4844","3510_Z1__g001603--FGSG_03068..FSPOR_4844","other","N/A",4651228,4652647,1
"NRRL3510","3510_Z1_len5549732.region009","3510_Z1_len5549732",9,"3510_Z1__g001604--FGSG_03067..FSPOR_4845","3510_Z1__g001604--FGSG_03067..FSPOR_4845","other","N/A",4654179,4656345,-1
"NRRL3510","3510_Z1_len5549732.region009","3510_Z1_len5549732",9,"3510_Z1__g001605--FGSG_03066..FSPOR_4846","3510_Z1__g001605--FGSG_03066..FSPOR_4846","biosynthetic","terpene",4657185,4659208,1
"NRRL3510","3510_Z1_len5549732.region009","3510_Z1_len5549732",9,"3510_Z1__g001606--FGSG_03065..FSPOR_4847","3510_Z1__g001606--FGSG_03065..FSPOR_4847","biosynthetic-additional","N/A",4659804,4661707,1
"NRRL3510","3510_Z1_len5549732.region009","3510_Z1_len5549732",9,"3510_Z1__g001607--FGSG_03064..FSPOR_4848","3510_Z1__g001607--FGSG_03064..FSPOR_4848","other","N/A",4662585,4663601,1
"NRRL3510","3510_Z1_len5549732.region009","3510_Z1_len5549732",9,"3510_Z1__g001608--FGSG_03063..FSPOR_4849","3510_Z1__g001608--FGSG_03063..FSPOR_4849","other","N/A",4664237,4665848,-1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"3510_Z11__g008939--FGSG_01660..FSPOR_4911","3510_Z11__g008939--FGSG_01660..FSPOR_4911","other","N/A",714200,715029,-1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"3510_Z11__g008940--FGSG_01661..FSPOR_4912","3510_Z11__g008940--FGSG_01661..FSPOR_4912","biosynthetic-additional","N/A",716155,717400,-1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"3510_Z11__g008941--FGSG_01662..FSPOR_4913","3510_Z11__g008941--FGSG_01662..FSPOR_4913","transport","N/A",718831,720803,1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"3510_Z11__g008946--FGSG_01669..FSPOR_4918","3510_Z11__g008946--FGSG_01669..FSPOR_4918","other","N/A",731741,732519,1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"3510_Z11__g008947--FGSG_01670..FSPOR_4919","3510_Z11__g008947--FGSG_01670..FSPOR_4919","other","N/A",733372,733970,1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"3510_Z11__g008950--FGSG_01673..FSPOR_4922","3510_Z11__g008950--FGSG_01673..FSPOR_4922","biosynthetic","fungal-RiPP-like",743920,745042,-1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"3510_Z11__g008951--FGSG_01674..FSPOR_4923","3510_Z11__g008951--FGSG_01674..FSPOR_4923","other","N/A",747151,748070,1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"3510_Z11__g008953--FSPOR_4925","3510_Z11__g008953--FSPOR_4925","other","N/A",754777,758178,-1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"3510_Z11__g008954--FSPOR_10442","3510_Z11__g008954--FSPOR_10442","other","N/A",759748,760612,1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"3510_Z11__g008955--FGSG_01688..FSPOR_10441","3510_Z11__g008955--FGSG_01688..FSPOR_10441","other","N/A",761194,761513,1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"3510_Z11__g008956--FGSG_01686..FSPOR_10439","3510_Z11__g008956--FGSG_01686..FSPOR_10439","biosynthetic-additional","N/A",764167,765304,1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"3510_Z11__g008957--FGSG_01685..FSPOR_10438","3510_Z11__g008957--FGSG_01685..FSPOR_10438","other","N/A",765695,767560,-1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"ADI1_1","3510_Z11__g008943--FGSG_01665..FSPOR_4914","other","N/A",721807,724396,-1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"atl1","3510_Z11__g008958--FGSG_01689..FSPOR_10437","other","N/A",769222,769723,1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"DIP5","3510_Z11__g008952--FGSG_01675..FSPOR_4924","biosynthetic-additional","N/A",748720,750554,-1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"nmt1","3510_Z11__g008949--FGSG_01672..FSPOR_4921","other","N/A",742052,743109,1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"PHO88","3510_Z11__g008945--FGSG_01667..FSPOR_4916","other","N/A",726894,727616,-1
"NRRL3510","3510_Z11_len902690.region001","3510_Z11_len902690",1,"RAD14","3510_Z11__g008944--FGSG_01666..FSPOR_4915","other","N/A",725161,726406,-1
